Word,POS
okay,JJ
so,IN
we,PRP
will,MD
will,MD
Bill,NNP
two,CD
towers,NNS
and,CC
one,CD
of,IN
them,PRP
was,VBD
like,IN
Moodle,NNP
slightly,RB
by,IN
the,DT
wind,NN
okay,JJ
so,IN
we,PRP
just,RB
you,PRP
can,MD
be,VB
able,JJ
to,TO
Tower,NNP
6,CD
blocks,NNS
each,DT
just,RB
right,RB
next,JJ
to,TO
each,DT
other,JJ
very,RB
very,RB
tight,JJ
and,CC
then,RB
we,PRP
'll,MD
apply,VB
the,DT
wind,NN
effect,NN
can,MD
just,RB
put,VB
a,DT
next,JJ
to,TO
each,DT
other,JJ
very,RB
close,JJ
both,CC
first,JJ
layer,NN
should,MD
touch,VB
okay,JJ
so,IN
we,PRP
will,MD
take,VB
the,DT
one,CD
that,IN
it,PRP
's,VBZ
on,IN
your,PRP$
left,NN
I,PRP
will,MD
stop,VB
over,RP
in,IN
a,DT
little,JJ
bit,NN
so,IN
a,DT
staggering,JJ
should,MD
be,VB
maybe,RB
one,CD
finger,NN
like,IN
this,DT
I,PRP
seen,VBD
your,PRP$
dad,NN
wants,VBZ
you,PRP
on,IN
the,DT
next,JJ
one,CD
on,IN
the,DT
next,JJ
one,CD
on,IN
so,RB
on,IN
that,DT
's,VBZ
that,DT
's,VBZ
kind,NN
of,IN
too,RB
much,JJ
so,IN
maybe,RB
less,JJR
half,PDT
a,DT
finger,NN
maybe,RB
depends,VBZ
on,IN
the,DT
thickness,NN
of,IN
your,PRP$
finger,NN
oh,UH
yeah,VBP
that,DT
's,VBZ
right,NN
