Word,POS
Okay,UH
so,RB
okay,JJ
so,IN
we,PRP
will,MD
use,VB
how,WRB
many,JJ
blocks,NNS
5,CD
7,CD
blocks,NNS
okay,JJ
to,TO
begin,VB
with,IN
something,NN
comes,VBZ
up,RP
here,RB
tonight,RB
for,IN
the,DT
base,NN
for,IN
the,DT
first,JJ
layer,NN
will,MD
for,IN
let,VB
's,POS
put,VB
it,PRP
in,IN
a,DT
in,IN
some,DT
sort,NN
of,IN
yacht,NN
let,VB
's,POS
make,VB
for,IN
time,NN
for,IN
diamonds,NNS
yeah,NN
and,CC
then,RB
connect,VB
them,PRP
on,IN
the,DT
corners,NNS
yeah,VBP
exactly,RB
let,VB
's,POS
put,VB
two,CD
more,JJR
diamonds,NNS
on,IN
top,JJ
exactly,RB
yes,RB
and,CC
then,RB
you,PRP
can,MD
call,VB
the,DT
braids,NNS
that,WDT
so,RB
that,IN
it,PRP
's,VBZ
all,DT
two,CD
metrical,JJ
and,CC
then,RB
a,DT
final,JJ
one,CD
of,IN
the,DT
last,JJ
yeah,NN
that,WDT
's,VBZ
number,NN
7,CD
on,IN
top,NN
of,IN
that,DT
yes,RB
