Word,POS
okay,JJ
so,RB
now,RB
it,PRP
's,VBZ
my,PRP$
turn,NN
okay,JJ
so,IN
we,PRP
'll,MD
use,VB
will,MD
have,VB
a,DT
first,JJ
layer,NN
of,IN
three,CD
blocks,NNS
and,CC
what,WP
you,PRP
will,MD
do,VB
front,JJ
Okay,UH
so,IN
we,PRP
'll,MD
put,VB
one,CD
on,IN
the,DT
blocks,NNS
just,RB
leave,VB
one,CD
of,IN
them,PRP
closer,JJR
to,TO
you,PRP
okay,JJ
and,CC
then,RB
right,RB
in,IN
front,NN
of,IN
that,DT
one,CD
will,MD
put,VB
another,DT
one,CD
but,CC
like,IN
with,IN
with,IN
a,DT
block,NN
like,IN
a,DT
block,NN
space,NN
like,IN
yeah,NN
that,IN
the,DT
dollar,NN
amount,NN
of,IN
space,NN
and,CC
then,RB
to,TO
the,DT
okay,JJ
so,RB
to,TO
the,DT
right,NN
of,IN
the,DT
front,JJ
block,NN
you,PRP
will,MD
put,VB
another,DT
block,NN
right,RB
about,IN
the,DT
same,JJ
time,NN
on,IN
yeah,NN
but,CC
the,DT
other,JJ
one,CD
the,DT
one,NN
on,IN
the,DT
front,NN
yes,RB
exactly,RB
a,DT
little,JJ
bit,NN
closer,RBR
let,VB
's,POS
spacer,NN
okay,JJ
great,JJ
and,CC
think,VB
yeah,NN
I,PRP
'm,VBP
single,JJ
the,DT
right,JJ
thing,NN
okay,JJ
so,RB
and,CC
then,RB
we,PRP
'll,MD
use,VB
three,CD
more,JJR
blocks,NNS
for,IN
the,DT
second,JJ
layer,NN
the,DT
three,CD
more,RBR
2,CD
more,RBR
2,CD
more,JJR
you,PRP
will,MD
put,VB
one,CD
on,IN
top,NN
of,IN
the,DT
one,CD
that,WDT
is,VBZ
to,TO
your,PRP$
left,JJ
your,PRP$
left,VBN
to,TO
your,PRP$
left,NN
on,IN
top,NN
of,IN
all,PDT
the,DT
118,CD
front,NN
of,IN
yes,RB
exactly,RB
like,IN
that,DT
and,CC
then,RB
another,DT
one,CD
you,PRP
will,MD
put,VB
one,CD
on,IN
top,NN
of,IN
the,DT
Nephron,NNP
most,RBS
want,VB
to,TO
yes,RB
but,CC
it,PRP
will,MD
be,VB
okay,JJ
that,DT
's,VBZ
that,DT
's,VBZ
fine,JJ
and,CC
then,RB
one,CD
last,JJ
layer,NN
on,IN
top,NN
of,IN
the,DT
one,CD
that,IN
it,PRP
's,VBZ
to,TO
your,PRP$
right,NN
and,CC
you,PRP
just,RB
lie,VBP
down,RP
a,DT
little,JJ
bit,NN
to,TO
your,PRP$
left,NN
Outlets,NNS
please,VB
yes,RB
