Word,POS
alright,NN
so,RB
this,DT
reminds,VBZ
me,PRP
of,IN
Minecraft,NNP
yeah,NN
because,IN
for,IN
some,DT
reason,NN
these,DT
cards,NNS
are,VBP
old,JJ
square-headed,JJ
right,NN
so,IN
let,VB
's,POS
let,VB
's,POS
just,RB
use,VB
five,CD
blocks,NNS
for,IN
the,DT
first,JJ
layer,NN
and,CC
we,PRP
will,MD
put,VB
them,PRP
will,MD
separate,VB
us,PRP
little,JJ
space,NN
for,IN
separation,NN
that,IN
I,PRP
will,MD
be,VB
like,IN
a,DT
force,NN
of,IN
the,DT
block,NN
yes,RB
and,CC
then,RB
we,PRP
will,MD
use,VB
for,IN
on,IN
top,JJ
as,IN
a,DT
second,JJ
layer,NN
and,CC
just,RB
make,VB
sure,JJ
that,IN
each,DT
block,NN
it,PRP
easier,JJR
in,IN
the,DT
very,JJ
center,NN
of,IN
that,DT
space,NN
