Word,POS
alright,JJ
so,IN
we,PRP
will,MD
do,VB
older,JJR
tower,NN
now,RB
will,MD
be,VB
the,DT
field,NN
at,IN
Tower,NNP
I,PRP
will,MD
have,VB
6,CD
blocks,NNS
to,TO
just,RB
make,VB
6,CD
months,NNS
please,VB
and,CC
just,RB
trading,VBG
them,PRP
up,RP
like,IN
burning,VBG
Italy,NNP
I,PRP
think,VBP
there,EX
's,VBZ
one,CD
there,EX
I,PRP
like,VBP
the,DT
second,JJ
one,CD
it,PRP
's,VBZ
not,RB
a,DT
stray,JJ
so,RB
now,RB
we,PRP
'll,MD
stagger,VB
in,IN
a,DT
little,JJ
bit,NN
so,IN
the,DT
first,JJ
two,CD
will,MD
be,VB
aligned,VBN
and,CC
then,RB
the,DT
third,JJ
will,MD
be,VB
moved,VBN
a,DT
little,JJ
bit,NN
to,TO
your,PRP$
right,NN
and,CC
then,RB
yeah,VB
and,CC
then,RB
the,DT
other,JJ
boys,NNS
and,CC
then,RB
the,DT
fourth,JJ
a,DT
little,JJ
bit,NN
to,TO
your,PRP$
right,NN
as,RB
well,RB
okay,JJ
and,CC
he,PRP
's,VBZ
a,DT
little,JJ
bit,NN
to,TO
write,VB
again,RB
and,CC
then,RB
you,PRP
will,MD
leave,VB
it,PRP
all,DT
to,TO
stop,VB
six,CD
one,CD
online,NN
and,CC
then,RB
just,RB
little,JJ
bit,NN
less,JJR
space,NN
please,VB
yeah,IN
