Word,POS
are,VBP
this,DT
one,NN
's,POS
going,VBG
to,TO
be,VB
tough,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
two,CD
blocks,NNS
shoebox,NN
put,VBD
on,IN
your,PRP$
hand,NN
put,VBD
them,PRP
down,RP
on,IN
the,DT
table,NN
right,NN
next,JJ
to,TO
each,DT
other,JJ
them,PRP
to,TO
your,PRP$
left,NN
perfect,JJ
take,VB
one,CD
additional,JJ
block,NN
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
it,PRP
in,IN
front,NN
of,IN
them,PRP
right,RB
in,IN
between,IN
yes,RB
all,DT
right,JJ
you,PRP
are,VBP
going,VBG
to,TO
take,VB
one,CD
more,JJR
block,NN
you,PRP
see,VBP
the,DT
two,CD
on,IN
that,DT
pyramid,NN
I,PRP
want,VBP
you,PRP
to,TO
leave,VB
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
it,PRP
so,IN
that,IN
your,PRP$
rights,NNS
on,IN
the,DT
one,CD
on,IN
your,PRP$
right,JJ
side,NN
is,VBZ
about,IN
halfway,RB
covered,VBN
stick,VB
it,PRP
down,RP
yes,RB
perfect,JJ
next,IN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
another,DT
block,NN
one,CD
more,JJR
block,NN
all,DT
right,NN
on,IN
the,DT
right,JJ
side,NN
on,IN
the,DT
right,JJ
most,RBS
block,VB
of,IN
all,PDT
the,DT
bottom,JJ
pyramid,NN
I,PRP
want,VBP
you,PRP
to,TO
put,VB
that,DT
one,CD
catty-corner,NN
to,TO
it,PRP
so,RB
touching,VBG
back,RB
other,JJ
side,NN
take,VB
it,PRP
to,TO
the,DT
back,JJ
yes,UH
all,DT
right,JJ
next,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
another,DT
block,NN
and,CC
you,PRP
see,VBP
where,WRB
the,DT
catacorner,NN
section,NN
is,VBZ
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
that,IN
block,VB
right,JJ
on,IN
it,PRP
so,RB
that,IN
they,PRP
're,VBP
touching,VBG
move,VB
it,PRP
back,RB
just,RB
a,DT
tad,NN
bit,NN
perfect,JJ
all,DT
right,NN
I,PRP
want,VBP
to,TO
take,VB
another,DT
look,NN
another,DT
single,JJ
block,NN
you,PRP
see,VBP
that,IN
caddy,NN
Corner,NN
section,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
that,DT
block,VB
right,RB
there,RB
perfect,JJ
all,DT
right,NN
all,DT
right,NN
you,PRP
're,VBP
going,VBG
to,TO
take,VB
two,CD
blocks,NNS
take,VB
one,CD
of,IN
them,PRP
on,IN
top,NN
of,IN
each,DT
other,JJ
but,CC
vertically,RB
like,IN
this,DT
sticking,VBG
together,RB
match,VBP
them,PRP
up,RP
so,RB
that,IN
the,DT
that,WDT
block,VBP
is,VBZ
matching,VBG
you,PRP
move,VB
it,PRP
closer,RBR
good,JJ
we,PRP
're,VBP
good,JJ
we,PRP
're,VBP
good,JJ
right,RB
there,EX
you,PRP
see,VBP
that,IN
to,TO
block,VB
that,IN
you,PRP
stack,VBP
block,NN
I,PRP
want,VBP
you,PRP
to,TO
move,VB
it,PRP
towards,IN
you,PRP
so,RB
that,IN
the,DT
middle,JJ
to,TO
the,DT
at,IN
exactly,RB
next,JJ
I,PRP
would,MD
like,VB
you,PRP
to,TO
take,VB
one,CD
block,NN
I,PRP
would,MD
like,VB
you,PRP
to,TO
fit,VB
it,PRP
in,IN
between,IN
US,NNP
just,RB
sitting,VBG
between,IN
their,PRP$
yeah,NN
.,.
Right,RB
move,VB
it,PRP
back,RP
a,DT
little,JJ
bit,NN
that,DT
is,VBZ
good,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
one,CD
another,DT
but,CC
I,PRP
would,MD
like,VB
you,PRP
to,TO
take,VB
one,CD
more,JJR
block,NN
stick,VB
it,PRP
on,IN
top,NN
of,IN
the,DT
block,NN
I,PRP
just,RB
had,VBD
you,PRP
put,VB
down,RP
no,DT
right,NN
on,IN
top,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
one,CD
more,JJR
block,NN
balance,NN
it,PRP
in,IN
between,IN
the,DT
two,CD
highest,JJS
blocks,NNS
yes,RB
