Word,POS
all,DT
right,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
a,DT
block,NN
take,VB
one,CD
block,NN
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
it,PRP
down,RP
on,IN
your,PRP$
right,JJ
side,NN
move,VB
it,PRP
over,IN
to,TO
the,DT
corner,NN
more,RBR
back,RB
yep,RB
I,PRP
want,VBP
you,PRP
to,TO
take,VB
three,CD
blocks,NNS
and,CC
want,VBP
you,PRP
to,TO
put,VB
them,PRP
in,IN
front,NN
of,IN
them,PRP
yes,RB
touching,VBG
all,DT
right,JJ
move,NN
that,WDT
whole,JJ
stack,VBP
back,RB
choose,VB
the,DT
right,NN
alright,IN
I,PRP
'm,VBP
going,VBG
to,TO
take,VB
one,CD
more,JJR
block,NN
I,PRP
want,VBP
you,PRP
to,TO
put,VB
it,PRP
in,IN
at,IN
the,DT
top,NN
of,IN
that,DT
stack,VBP
okay,JJ
you,PRP
see,VBP
those,DT
three,CD
in,IN
the,DT
middle,NN
get,VB
rid,VB
of,IN
them,PRP
all,DT
right,NN
you,PRP
're,VBP
going,VBG
to,TO
take,VB
six,CD
blocks,NNS
yam,NN
sticks,VBZ
stack,VB
them,PRP
on,IN
the,DT
on,IN
the,DT
one,CD
that,WDT
says,VBZ
on,IN
the,DT
one,CD
that,WDT
's,VBZ
closest,JJS
to,TO
you,PRP
that,IN
the,DT
obstacle,NN
to,TO
the,DT
side,NN
make,VB
six,CD
of,IN
them,PRP
across,IN
I,PRP
'm,VBP
6,CD
do,VBP
you,PRP
have,VB
one,CD
left,VBD
okay,JJ
sit,VBP
down,RP
at,IN
the,DT
end,NN
Hero,NN
6,CD
in,IN
the,DT
middle,JJ
get,VB
rid,JJ
of,IN
them,PRP
you,PRP
see,VBP
how,WRB
this,DT
is,VBZ
becoming,VBG
a,DT
square,NN
