Word,POS
just,RB
let,VB
me,PRP
know,VB
alright,JJ
let,VB
's,POS
see,VB
here,RB
I,PRP
'm,VBP
going,VBG
to,TO
take,VB
one,CD
block,VBP
down,RP
on,IN
the,DT
table,NN
on,IN
your,PRP$
move,NN
it,PRP
more,RBR
towards,IN
your,PRP$
right,JJ
side,NN
left,VBD
corner,NN
perfect,JJ
do,VB
I,PRP
take,VB
another,DT
block,NN
you,PRP
are,VBP
going,VBG
to,TO
put,VB
It,PRP
Caddy,NN
corner,NN
right,NN
next,JJ
to,TO
it,PRP
perfect,JJ
take,VB
another,DT
one,CD
ticket,NN
for,IN
that,DT
quite,RB
catty-corner,NN
to,TO
yep,VB
right,RB
there,RB
all,DT
right,NN
you,PRP
're,VBP
going,VBG
to,TO
take,VB
one,CD
block,NN
the,DT
one,CD
that,WDT
's,VBZ
closest,JJS
to,TO
you,PRP
whenever,WRB
that,IN
one,CD
yes,RB
once,RB
you,PRP
stick,VBP
the,DT
Block,NNP
in,IN
your,PRP$
hand,NN
on,IN
top,NN
of,IN
that,DT
but,CC
not,RB
straight,JJ
on,IN
straight,JJ
on,IN
but,CC
the,DT
shift,NN
is,VBZ
over,IN
to,TO
your,PRP$
left,NN
back,RB
a,DT
little,JJ
bit,NN
back,RB
right,RB
a,DT
little,JJ
bit,NN
make,VB
it,PRP
make,VB
the,DT
evil,NN
that,IN
corn,NN
receiving,VBG
and,CC
then,RB
move,VB
it,PRP
back,RB
to,TO
the,DT
move,VB
it,PRP
move,VB
it,PRP
should,MD
be,VB
flash,NN
need,NN
to,TO
know,VB
the,DT
edges,NNS
The,DT
Edge,NNP
closest,JJS
to,TO
you,PRP
that,DT
should,MD
be,VB
flushed,VBN
so,RB
move,VB
it,PRP
over,IN
just,RB
to,TO
your,PRP$
left,NN
all,DT
right,JJ
next,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
one,CD
block,NN
see,VB
the,DT
block,NN
so,IN
you,PRP
have,VBP
that,IN
stack,VB
right,JJ
I,PRP
have,VBP
the,DT
block,NN
that,IN
you,PRP
have,VBP
the,DT
