Word,POS
all,DT
right,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
5,CD
blocks,VBZ
no,DT
actually,RB
stop,VB
re7,NN
idea,NN
take,VB
one,CD
block,NN
City,NNP
in,IN
the,DT
center,NN
of,IN
your,PRP$
table,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
four,CD
more,JJR
blocks,NNS
and,CC
Arrangement,NN
at,IN
the,DT
corners,NNS
yes,RB
all,DT
4,CD
corners,NNS
need,VBP
one,CD
play,VB
some,DT
out,RP
just,RB
a,DT
little,JJ
bit,NN
not,RB
quite,RB
that,IN
for,IN
perfect,JJ
okay,JJ
I,PRP
want,VBP
you,PRP
to,TO
orient,VB
that,IN
whole,JJ
shape,NN
so,RB
looks,VBZ
like,IN
a,DT
daimond,NN
so,RB
take,VB
the,DT
whole,JJ
thing,NN
that,WDT
whole,JJ
structure,NN
and,CC
just,RB
like,IN
tilted,JJ
to,TO
the,DT
side,NN
yes,RB
straighten,VB
him,PRP
out,RP
but,CC
that,DT
's,VBZ
okay,JJ
all,DT
right,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
to,TO
block,VB
I,PRP
'll,MD
take,VB
one,CD
box,NN
take,VBP
one,CD
block,NN
on,IN
your,PRP$
right,NN
on,IN
the,DT
right,JJ
hand,NN
most,RBS
block,VB
I,PRP
want,VBP
you,PRP
stick,VB
it,PRP
on,IN
it,PRP
at,IN
an,DT
angle,NN
yes,RB
I,PRP
want,VBP
you,PRP
to,TO
take,VB
another,DT
block,NN
and,CC
do,VBP
the,DT
same,JJ
thing,NN
to,TO
them,PRP
over,IN
to,TO
the,DT
leftmost,JJ
side,NN
perfect,JJ
block,NN
can,MD
I,PRP
tell,VB
that,IN
a,DT
corner,NN
on,IN
your,PRP$
left,VBN
on,IN
your,PRP$
right,NN
most,RBS
one,CD
yes,RB
alright,JJ
what,WP
you,PRP
do,VBP
the,DT
same,JJ
thing,NN
to,TO
the,DT
other,JJ
side,NN
I,PRP
would,MD
like,VB
you,PRP
to,TO
take,VB
one,CD
block,NN
let,VB
me,PRP
see,VB
the,DT
caddy,NN
Corner,NN
suction,NN
closest,JJS
to,TO
you,PRP
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
it,PRP
yes,UH
that,WDT
category,NN
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
around,RP
and,CC
go,VB
on,IN
top,NN
of,IN
that,DT
intersection,NN
all,DT
right,NN
I,PRP
want,VBP
you,PRP
to,TO
take,VB
another,DT
one,CD
and,CC
what,WP
you,PRP
stick,VBP
it,PRP
right,RB
in,IN
front,NN
of,IN
it,PRP
exactly,RB
right,JJ
angle,NN
to,TO
take,VB
one,CD
last,JJ
walk,NN
around,IN
2nd,JJ
and,CC
on,IN
top,NN
of,IN
that,DT
intersection,NN
caddy,NN
Corner,NN
angle,NN
yes,RB
